죄종별,기간별,항목,단위,1990 년,1991 년,1992 년,1993 년,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년
국회의원 선거법,2시간이내,범죄,건,,3,8,,,,,,,,,,,,,,,,,,
국회의원 선거법,5시간이내,범죄,건,,,8,,,,,,,,,,,,,,,,,,
국회의원 선거법,12시간이내,범죄,건,,,5,1,,,,,,,,,,,,,,,,,
국회의원 선거법,24시간이내,범죄,건,1,5,30,2,,,,,,,,,,,,,,,,,
국회의원 선거법,2일이내,범죄,건,1,1,29,1,,,,,,,,,,,,,,,,,
국회의원 선거법,5일이내,범죄,건,,11,34,1,,,,,,,,,,,,,,,,,
국회의원 선거법,10일이내,범죄,건,,17,44,1,,,,,,,,,,,,,,,,,
국회의원 선거법,1개월이내,범죄,건,10,32,89,2,,,,,,,,,,,,,,,,,
국회의원 선거법,3개월이내,범죄,건,10,13,74,3,,,,,,,,,,,,,,,,,
국회의원 선거법,3개월초과,범죄,건,6,18,58,9,,,,,,,,,,,,,,,,,
근로기준법,계,범죄,건,46,41,51,43,,,,,,,,,,,,,,,,,
근로기준법,1시간이내,범죄,건,4,3,7,1,,,,,,,,,,,,,,,,,
근로기준법,5시간이내,범죄,건,1,,,,,,,,,,,,,,,,,,,,
근로기준법,12시간이내,범죄,건,,1,,,,,,,,,,,,,,,,,,,
근로기준법,24시간이내,범죄,건,4,2,3,2,,,,,,,,,,,,,,,,,
근로기준법,2일이내,범죄,건,,1,5,,,,,,,,,,,,,,,,,,
근로기준법,5일이내,범죄,건,3,2,2,3,,,,,,,,,,,,,,,,,
근로기준법,10일이내,범죄,건,2,5,1,2,,,,,,,,,,,,,,,,,
근로기준법,1개월이내,범죄,건,3,5,7,7,,,,,,,,,,,,,,,,,
근로기준법,3개월이내,범죄,건,9,3,3,11,,,,,,,,,,,,,,,,,
근로기준법,3개월초과,범죄,건,20,19,23,17,,,,,,,,,,,,,,,,,
주차장법,계,범죄,건,952,983,481,490,,,,,,,,,,,,,,,,,
주차장법,1시간이내,범죄,건,9,42,25,32,,,,,,,,,,,,,,,,,
주차장법,2시간이내,범죄,건,1,,2,2,,,,,,,,,,,,,,,,,
주차장법,5시간이내,범죄,건,3,1,4,5,,,,,,,,,,,,,,,,,
주차장법,12시간이내,범죄,건,2,,4,3,,,,,,,,,,,,,,,,,
주차장법,24시간이내,범죄,건,14,10,9,8,,,,,,,,,,,,,,,,,
주차장법,2일이내,범죄,건,3,1,7,7,,,,,,,,,,,,,,,,,
주차장법,5일이내,범죄,건,8,10,9,9,,,,,,,,,,,,,,,,,
주차장법,10일이내,범죄,건,11,12,10,3,,,,,,,,,,,,,,,,,
주차장법,1개월이내,범죄,건,60,51,25,34,,,,,,,,,,,,,,,,,
주차장법,3개월이내,범죄,건,140,138,53,60,,,,,,,,,,,,,,,,,
주차장법,3개월초과,범죄,건,701,718,333,327,,,,,,,,,,,,,,,,,
담배전매법,계,범죄,건,566,291,194,249,,,,,,,,,,,,,,,,,
담배전매법,1시간이내,범죄,건,130,62,31,32,,,,,,,,,,,,,,,,,
담배전매법,2시간이내,범죄,건,28,6,,1,,,,,,,,,,,,,,,,,
담배전매법,5시간이내,범죄,건,9,9,1,3,,,,,,,,,,,,,,,,,
담배전매법,12시간이내,범죄,건,3,5,4,,,,,,,,,,,,,,,,,,
담배전매법,24시간이내,범죄,건,15,17,16,6,,,,,,,,,,,,,,,,,
담배전매법,2일이내,범죄,건,12,8,6,12,,,,,,,,,,,,,,,,,
담배전매법,5일이내,범죄,건,34,9,10,13,,,,,,,,,,,,,,,,,
담배전매법,10일이내,범죄,건,22,7,14,22,,,,,,,,,,,,,,,,,
담배전매법,1개월이내,범죄,건,99,32,33,70,,,,,,,,,,,,,,,,,
담배전매법,3개월이내,범죄,건,88,43,43,34,,,,,,,,,,,,,,,,,
담배전매법,3개월초과,범죄,건,126,93,36,56,,,,,,,,,,,,,,,,,
대마관리법,계,범죄,건,903,450,430,731,,,,,,,,,,,,,,,,,
대마관리법,1시간이내,범죄,건,117,79,72,132,,,,,,,,,,,,,,,,,
대마관리법,2시간이내,범죄,건,17,6,7,9,,,,,,,,,,,,,,,,,
대마관리법,5시간이내,범죄,건,11,4,4,17,,,,,,,,,,,,,,,,,
대마관리법,12시간이내,범죄,건,21,7,21,28,,,,,,,,,,,,,,,,,
대마관리법,24시간이내,범죄,건,73,49,39,54,,,,,,,,,,,,,,,,,
대마관리법,2일이내,범죄,건,29,28,39,40,,,,,,,,,,,,,,,,,
대마관리법,5일이내,범죄,건,52,22,48,69,,,,,,,,,,,,,,,,,
대마관리법,10일이내,범죄,건,49,25,19,45,,,,,,,,,,,,,,,,,
대마관리법,1개월이내,범죄,건,104,75,44,79,,,,,,,,,,,,,,,,,
대마관리법,3개월이내,범죄,건,172,64,42,100,,,,,,,,,,,,,,,,,
대마관리법,3개월초과,범죄,건,258,91,95,158,,,,,,,,,,,,,,,,,
도로교통법,계,범죄,건,240622,243811,244025,250413,,,,,,,,,,,,,,,,,
도로교통법,1시간이내,범죄,건,89355,86095,96863,104056,,,,,,,,,,,,,,,,,
도로교통법,2시간이내,범죄,건,9511,8145,9543,8577,,,,,,,,,,,,,,,,,
도로교통법,5시간이내,범죄,건,6868,5410,5852,5496,,,,,,,,,,,,,,,,,
도로교통법,12시간이내,범죄,건,4935,4306,5864,5383,,,,,,,,,,,,,,,,,
도로교통법,24시간이내,범죄,건,28556,31414,31002,28808,,,,,,,,,,,,,,,,,
도로교통법,2일이내,범죄,건,15390,15633,14659,16046,,,,,,,,,,,,,,,,,
도로교통법,5일이내,범죄,건,20666,19702,18217,20866,,,,,,,,,,,,,,,,,
도로교통법,10일이내,범죄,건,16957,15640,14830,16384,,,,,,,,,,,,,,,,,
도로교통법,1개월이내,범죄,건,26796,28814,24217,24790,,,,,,,,,,,,,,,,,
도로교통법,3개월이내,범죄,건,12943,15639,12888,10247,,,,,,,,,,,,,,,,,
도로교통법,3개월초과,범죄,건,8590,12969,10090,9760,,,,,,,,,,,,,,,,,
도로법,계,범죄,건,6681,26194,37737,40488,,,,,,,,,,,,,,,,,
도로법,1시간이내,범죄,건,164,749,1113,1586,,,,,,,,,,,,,,,,,
도로법,2시간이내,범죄,건,13,74,32,20,,,,,,,,,,,,,,,,,
도로법,5시간이내,범죄,건,9,65,39,43,,,,,,,,,,,,,,,,,
도로법,12시간이내,범죄,건,7,54,126,117,,,,,,,,,,,,,,,,,
도로법,24시간이내,범죄,건,49,351,430,333,,,,,,,,,,,,,,,,,
도로법,2일이내,범죄,건,40,104,118,118,,,,,,,,,,,,,,,,,
도로법,5일이내,범죄,건,156,362,571,577,,,,,,,,,,,,,,,,,
도로법,10일이내,범죄,건,487,1261,2023,2660,,,,,,,,,,,,,,,,,
도로법,1개월이내,범죄,건,1518,5610,8495,11401,,,,,,,,,,,,,,,,,
도로법,3개월이내,범죄,건,1835,8923,13418,14416,,,,,,,,,,,,,,,,,
도로법,3개월초과,범죄,건,2403,8640,11372,9217,,,,,,,,,,,,,,,,,
화염병 사용 등 처벌에 관한 법률,계,범죄,건,320,216,81,40,,,,,,,,,,,,,,,,,
화염병 사용 등 처벌에 관한 법률,1시간이내,범죄,건,79,59,19,8,,,,,,,,,,,,,,,,,
화염병 사용 등 처벌에 관한 법률,2시간이내,범죄,건,13,7,3,1,,,,,,,,,,,,,,,,,
화염병 사용 등 처벌에 관한 법률,5시간이내,범죄,건,28,12,3,,,,,,,,,,,,,,,,,,
화염병 사용 등 처벌에 관한 법률,12시간이내,범죄,건,5,,2,1,,,,,,,,,,,,,,,,,
화염병 사용 등 처벌에 관한 법률,24시간이내,범죄,건,26,18,2,2,,,,,,,,,,,,,,,,,
화염병 사용 등 처벌에 관한 법률,2일이내,범죄,건,11,5,6,,,,,,,,,,,,,,,,,,
화염병 사용 등 처벌에 관한 법률,5일이내,범죄,건,36,18,4,2,,,,,,,,,,,,,,,,,
화염병 사용 등 처벌에 관한 법률,10일이내,범죄,건,10,13,4,1,,,,,,,,,,,,,,,,,
화염병 사용 등 처벌에 관한 법률,1개월이내,범죄,건,38,11,4,10,,,,,,,,,,,,,,,,,
화염병 사용 등 처벌에 관한 법률,3개월이내,범죄,건,27,17,10,6,,,,,,,,,,,,,,,,,
화염병 사용 등 처벌에 관한 법률,3개월초과,범죄,건,47,56,24,9,,,,,,,,,,,,,,,,,
도시계획법,계,범죄,건,2219,2644,2228,2208,,,,,,,,,,,,,,,,,
도시계획법,1시간이내,범죄,건,63,91,107,147,,,,,,,,,,,,,,,,,
도시계획법,2시간이내,범죄,건,2,4,4,5,,,,,,,,,,,,,,,,,
도시계획법,5시간이내,범죄,건,6,3,1,4,,,,,,,,,,,,,,,,,
도시계획법,12시간이내,범죄,건,3,10,9,9,,,,,,,,,,,,,,,,,
도시계획법,24시간이내,범죄,건,24,49,31,34,,,,,,,,,,,,,,,,,
도시계획법,2일이내,범죄,건,11,13,19,13,,,,,,,,,,,,,,,,,
도시계획법,5일이내,범죄,건,50,53,29,40,,,,,,,,,,,,,,,,,
도시계획법,10일이내,범죄,건,102,106,75,73,,,,,,,,,,,,,,,,,
도시계획법,1개월이내,범죄,건,326,359,265,251,,,,,,,,,,,,,,,,,
도시계획법,3개월이내,범죄,건,459,551,395,381,,,,,,,,,,,,,,,,,
도시계획법,3개월초과,범죄,건,1173,1405,1293,1251,,,,,,,,,,,,,,,,,
마약법,계,범죄,건,765,531,737,3132,,,,,,,,,,,,,,,,,
마약법,1시간이내,범죄,건,105,94,127,628,,,,,,,,,,,,,,,,,
마약법,2시간이내,범죄,건,8,16,27,55,,,,,,,,,,,,,,,,,
마약법,5시간이내,범죄,건,17,9,28,120,,,,,,,,,,,,,,,,,
마약법,12시간이내,범죄,건,10,17,16,113,,,,,,,,,,,,,,,,,
마약법,24시간이내,범죄,건,38,22,42,433,,,,,,,,,,,,,,,,,
마약법,2일이내,범죄,건,38,17,28,224,,,,,,,,,,,,,,,,,
마약법,5일이내,범죄,건,60,14,41,185,,,,,,,,,,,,,,,,,
마약법,10일이내,범죄,건,35,24,30,124,,,,,,,,,,,,,,,,,
마약법,1개월이내,범죄,건,124,50,66,251,,,,,,,,,,,,,,,,,
마약법,3개월이내,범죄,건,188,148,203,689,,,,,,,,,,,,,,,,,
마약법,3개월초과,범죄,건,141,119,129,310,,,,,,,,,,,,,,,,,
대외무역법,계,범죄,건,41,52,45,229,,,,,,,,,,,,,,,,,
대외무역법,1시간이내,범죄,건,5,8,9,92,,,,,,,,,,,,,,,,,
대외무역법,2시간이내,범죄,건,1,,,1,,,,,,,,,,,,,,,,,
대외무역법,5시간이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
대외무역법,12시간이내,범죄,건,1,,1,1,,,,,,,,,,,,,,,,,
대외무역법,24시간이내,범죄,건,1,3,,2,,,,,,,,,,,,,,,,,
대외무역법,2일이내,범죄,건,,,1,1,,,,,,,,,,,,,,,,,
대외무역법,5일이내,범죄,건,1,1,2,3,,,,,,,,,,,,,,,,,
대외무역법,10일이내,범죄,건,4,5,2,4,,,,,,,,,,,,,,,,,
대외무역법,1개월이내,범죄,건,4,11,6,13,,,,,,,,,,,,,,,,,
대외무역법,3개월이내,범죄,건,4,9,5,11,,,,,,,,,,,,,,,,,
대외무역법,3개월초과,범죄,건,20,15,18,101,,,,,,,,,,,,,,,,,
문화재보호법,계,범죄,건,144,78,100,81,,,,,,,,,,,,,,,,,
문화재보호법,1시간이내,범죄,건,13,8,32,8,,,,,,,,,,,,,,,,,
문화재보호법,2시간이내,범죄,건,2,2,1,1,,,,,,,,,,,,,,,,,
문화재보호법,5시간이내,범죄,건,1,,,1,,,,,,,,,,,,,,,,,
문화재보호법,12시간이내,범죄,건,2,,,1,,,,,,,,,,,,,,,,,
문화재보호법,24시간이내,범죄,건,3,10,7,1,,,,,,,,,,,,,,,,,
문화재보호법,2일이내,범죄,건,4,1,2,1,,,,,,,,,,,,,,,,,
문화재보호법,5일이내,범죄,건,8,7,4,2,,,,,,,,,,,,,,,,,
문화재보호법,10일이내,범죄,건,10,5,6,9,,,,,,,,,,,,,,,,,
문화재보호법,1개월이내,범죄,건,23,10,10,12,,,,,,,,,,,,,,,,,
문화재보호법,3개월이내,범죄,건,37,8,8,15,,,,,,,,,,,,,,,,,
문화재보호법,3개월초과,범죄,건,41,27,30,30,,,,,,,,,,,,,,,,,
물가안정·공정거래법,계,범죄,건,76,60,50,35,,,,,,,,,,,,,,,,,
물가안정·공정거래법,1시간이내,범죄,건,7,9,15,9,,,,,,,,,,,,,,,,,
물가안정·공정거래법,2시간이내,범죄,건,,2,3,3,,,,,,,,,,,,,,,,,
물가안정·공정거래법,5시간이내,범죄,건,,1,1,,,,,,,,,,,,,,,,,,
물가안정·공정거래법,12시간이내,범죄,건,1,,,1,,,,,,,,,,,,,,,,,
물가안정·공정거래법,24시간이내,범죄,건,4,3,2,3,,,,,,,,,,,,,,,,,
물가안정·공정거래법,2일이내,범죄,건,2,2,,1,,,,,,,,,,,,,,,,,
물가안정·공정거래법,5일이내,범죄,건,10,4,2,1,,,,,,,,,,,,,,,,,
물가안정·공정거래법,10일이내,범죄,건,2,4,6,2,,,,,,,,,,,,,,,,,
물가안정·공정거래법,1개월이내,범죄,건,18,9,6,5,,,,,,,,,,,,,,,,,
물가안정·공정거래법,3개월이내,범죄,건,13,10,8,2,,,,,,,,,,,,,,,,,
물가안정·공정거래법,3개월초과,범죄,건,19,16,7,8,,,,,,,,,,,,,,,,,
미성년자보호법,계,범죄,건,2279,2127,1219,1221,,,,,,,,,,,,,,,,,
미성년자보호법,1시간이내,범죄,건,704,581,264,376,,,,,,,,,,,,,,,,,
미성년자보호법,2시간이내,범죄,건,58,48,24,31,,,,,,,,,,,,,,,,,
미성년자보호법,5시간이내,범죄,건,52,29,28,32,,,,,,,,,,,,,,,,,
미성년자보호법,12시간이내,범죄,건,62,41,19,25,,,,,,,,,,,,,,,,,
미성년자보호법,24시간이내,범죄,건,224,166,111,105,,,,,,,,,,,,,,,,,
미성년자보호법,2일이내,범죄,건,166,160,85,95,,,,,,,,,,,,,,,,,
미성년자보호법,5일이내,범죄,건,249,221,161,128,,,,,,,,,,,,,,,,,
미성년자보호법,10일이내,범죄,건,174,157,143,114,,,,,,,,,,,,,,,,,
미성년자보호법,1개월이내,범죄,건,303,288,159,117,,,,,,,,,,,,,,,,,
미성년자보호법,3개월이내,범죄,건,146,191,96,69,,,,,,,,,,,,,,,,,
미성년자보호법,3개월초과,범죄,건,140,245,129,129,,,,,,,,,,,,,,,,,
민방위기본법,계,범죄,건,7318,9158,8808,7990,,,,,,,,,,,,,,,,,
민방위기본법,1시간이내,범죄,건,254,424,334,341,,,,,,,,,,,,,,,,,
민방위기본법,2시간이내,범죄,건,8,32,14,7,,,,,,,,,,,,,,,,,
민방위기본법,5시간이내,범죄,건,8,11,5,5,,,,,,,,,,,,,,,,,
민방위기본법,12시간이내,범죄,건,6,8,9,6,,,,,,,,,,,,,,,,,
민방위기본법,24시간이내,범죄,건,91,140,110,55,,,,,,,,,,,,,,,,,
민방위기본법,2일이내,범죄,건,50,45,79,52,,,,,,,,,,,,,,,,,
민방위기본법,5일이내,범죄,건,190,188,241,223,,,,,,,,,,,,,,,,,
민방위기본법,10일이내,범죄,건,287,322,440,410,,,,,,,,,,,,,,,,,
민방위기본법,1개월이내,범죄,건,942,926,1161,1043,,,,,,,,,,,,,,,,,
민방위기본법,3개월이내,범죄,건,1615,1488,1285,1402,,,,,,,,,,,,,,,,,
민방위기본법,3개월초과,범죄,건,3867,5574,5130,4446,,,,,,,,,,,,,,,,,
밀항단속법,계,범죄,건,227,212,,,,,,,,,,,,,,,,,,,
밀항단속법,1시간이내,범죄,건,8,23,,,,,,,,,,,,,,,,,,,
밀항단속법,2시간이내,범죄,건,1,1,,,,,,,,,,,,,,,,,,,
밀항단속법,5시간이내,범죄,건,2,1,,,,,,,,,,,,,,,,,,,
밀항단속법,24시간이내,범죄,건,2,6,,,,,,,,,,,,,,,,,,,
밀항단속법,2일이내,범죄,건,3,2,,,,,,,,,,,,,,,,,,,
밀항단속법,5일이내,범죄,건,14,8,,,,,,,,,,,,,,,,,,,
밀항단속법,10일이내,범죄,건,15,7,,,,,,,,,,,,,,,,,,,
밀항단속법,1개월이내,범죄,건,40,32,,,,,,,,,,,,,,,,,,,
밀항단속법,3개월이내,범죄,건,52,41,,,,,,,,,,,,,,,,,,,
밀항단속법,3개월초과,범죄,건,90,91,,,,,,,,,,,,,,,,,,,
중기관리법,계,범죄,건,1740,2678,3977,6199,,,,,,,,,,,,,,,,,
중기관리법,1시간이내,범죄,건,78,132,160,324,,,,,,,,,,,,,,,,,
중기관리법,2시간이내,범죄,건,8,9,3,6,,,,,,,,,,,,,,,,,
중기관리법,5시간이내,범죄,건,6,21,7,7,,,,,,,,,,,,,,,,,
중기관리법,12시간이내,범죄,건,3,17,14,12,,,,,,,,,,,,,,,,,
중기관리법,24시간이내,범죄,건,36,59,68,54,,,,,,,,,,,,,,,,,
중기관리법,2일이내,범죄,건,20,24,29,24,,,,,,,,,,,,,,,,,
중기관리법,5일이내,범죄,건,47,67,82,69,,,,,,,,,,,,,,,,,
중기관리법,10일이내,범죄,건,45,77,106,122,,,,,,,,,,,,,,,,,
중기관리법,1개월이내,범죄,건,200,382,515,829,,,,,,,,,,,,,,,,,
중기관리법,3개월이내,범죄,건,528,179,1160,1626,,,,,,,,,,,,,,,,,
중기관리법,3개월초과,범죄,건,769,1171,1833,3126,,,,,,,,,,,,,,,,,
변호사법,계,범죄,건,316,426,544,655,,,,,,,,,,,,,,,,,
변호사법,1시간이내,범죄,건,14,21,22,25,,,,,,,,,,,,,,,,,
변호사법,2시간이내,범죄,건,,,,1,,,,,,,,,,,,,,,,,
변호사법,5시간이내,범죄,건,1,2,,1,,,,,,,,,,,,,,,,,
변호사법,12시간이내,범죄,건,,1,3,3,,,,,,,,,,,,,,,,,
변호사법,24시간이내,범죄,건,6,4,4,5,,,,,,,,,,,,,,,,,
변호사법,2일이내,범죄,건,2,4,10,47,,,,,,,,,,,,,,,,,
변호사법,5일이내,범죄,건,10,4,13,49,,,,,,,,,,,,,,,,,
변호사법,10일이내,범죄,건,5,8,10,27,,,,,,,,,,,,,,,,,
변호사법,1개월이내,범죄,건,15,35,40,50,,,,,,,,,,,,,,,,,
변호사법,3개월이내,범죄,건,41,68,78,66,,,,,,,,,,,,,,,,,
변호사법,3개월초과,범죄,건,222,279,364,381,,,,,,,,,,,,,,,,,
병역법,계,범죄,건,9085,9607,10913,11493,,,,,,,,,,,,,,,,,
병역법,1시간이내,범죄,건,317,491,473,418,,,,,,,,,,,,,,,,,
병역법,2시간이내,범죄,건,11,11,2,3,,,,,,,,,,,,,,,,,
병역법,5시간이내,범죄,건,7,14,3,6,,,,,,,,,,,,,,,,,
병역법,12시간이내,범죄,건,6,10,47,22,,,,,,,,,,,,,,,,,
병역법,24시간이내,범죄,건,81,105,81,69,,,,,,,,,,,,,,,,,
병역법,2일이내,범죄,건,37,33,36,55,,,,,,,,,,,,,,,,,
병역법,5일이내,범죄,건,140,82,96,125,,,,,,,,,,,,,,,,,
병역법,10일이내,범죄,건,188,146,256,328,,,,,,,,,,,,,,,,,
병역법,1개월이내,범죄,건,1292,1337,1486,2579,,,,,,,,,,,,,,,,,
병역법,3개월이내,범죄,건,3403,3238,4679,4444,,,,,,,,,,,,,,,,,
병역법,3개월초과,범죄,건,3602,4139,3754,3444,,,,,,,,,,,,,,,,,
병역법위반등의 범죄처벌특조법,계,범죄,건,1180,1301,,,,,,,,,,,,,,,,,,,
병역법위반등의 범죄처벌특조법,1시간이내,범죄,건,12,34,,,,,,,,,,,,,,,,,,,
병역법위반등의 범죄처벌특조법,2시간이내,범죄,건,1,,,,,,,,,,,,,,,,,,,,
병역법위반등의 범죄처벌특조법,24시간이내,범죄,건,6,18,,,,,,,,,,,,,,,,,,,
병역법위반등의 범죄처벌특조법,2일이내,범죄,건,8,5,,,,,,,,,,,,,,,,,,,
병역법위반등의 범죄처벌특조법,5일이내,범죄,건,11,49,,,,,,,,,,,,,,,,,,,
병역법위반등의 범죄처벌특조법,10일이내,범죄,건,19,119,,,,,,,,,,,,,,,,,,,
병역법위반등의 범죄처벌특조법,1개월이내,범죄,건,132,333,,,,,,,,,,,,,,,,,,,
병역법위반등의 범죄처벌특조법,3개월이내,범죄,건,356,370,,,,,,,,,,,,,,,,,,,
병역법위반등의 범죄처벌특조법,3개월초과,범죄,건,635,373,,,,,,,,,,,,,,,,,,,
대기환경보존법,계,범죄,건,,,5765,1543,,,,,,,,,,,,,,,,,
대기환경보존법,1시간이내,범죄,건,,,144,152,,,,,,,,,,,,,,,,,
대기환경보존법,2시간이내,범죄,건,,,6,6,,,,,,,,,,,,,,,,,
대기환경보존법,5시간이내,범죄,건,,,,1,,,,,,,,,,,,,,,,,
대기환경보존법,12시간이내,범죄,건,,,70,10,,,,,,,,,,,,,,,,,
대기환경보존법,24시간이내,범죄,건,,,29,29,,,,,,,,,,,,,,,,,
대기환경보존법,2일이내,범죄,건,,,42,15,,,,,,,,,,,,,,,,,
대기환경보존법,5일이내,범죄,건,,,364,80,,,,,,,,,,,,,,,,,
대기환경보존법,10일이내,범죄,건,,,1202,165,,,,,,,,,,,,,,,,,
대기환경보존법,1개월이내,범죄,건,,,2085,313,,,,,,,,,,,,,,,,,
대기환경보존법,3개월이내,범죄,건,,,907,225,,,,,,,,,,,,,,,,,
대기환경보존법,3개월초과,범죄,건,,,916,547,,,,,,,,,,,,,,,,,
보건범죄단속에 관한 특별조치법,계,범죄,건,501,449,448,734,,,,,,,,,,,,,,,,,
보건범죄단속에 관한 특별조치법,1시간이내,범죄,건,50,34,45,107,,,,,,,,,,,,,,,,,
보건범죄단속에 관한 특별조치법,2시간이내,범죄,건,8,8,8,6,,,,,,,,,,,,,,,,,
보건범죄단속에 관한 특별조치법,5시간이내,범죄,건,2,4,6,13,,,,,,,,,,,,,,,,,
보건범죄단속에 관한 특별조치법,12시간이내,범죄,건,3,5,6,13,,,,,,,,,,,,,,,,,
보건범죄단속에 관한 특별조치법,24시간이내,범죄,건,17,21,31,39,,,,,,,,,,,,,,,,,
보건범죄단속에 관한 특별조치법,2일이내,범죄,건,19,14,13,28,,,,,,,,,,,,,,,,,
보건범죄단속에 관한 특별조치법,5일이내,범죄,건,32,20,12,41,,,,,,,,,,,,,,,,,
보건범죄단속에 관한 특별조치법,10일이내,범죄,건,22,14,14,27,,,,,,,,,,,,,,,,,
보건범죄단속에 관한 특별조치법,1개월이내,범죄,건,59,43,54,60,,,,,,,,,,,,,,,,,
보건범죄단속에 관한 특별조치법,3개월이내,범죄,건,76,65,61,97,,,,,,,,,,,,,,,,,
보건범죄단속에 관한 특별조치법,3개월초과,범죄,건,213,221,198,303,,,,,,,,,,,,,,,,,
부정경쟁방지법,계,범죄,건,152,224,254,304,,,,,,,,,,,,,,,,,
부정경쟁방지법,1시간이내,범죄,건,9,34,27,36,,,,,,,,,,,,,,,,,
부정경쟁방지법,2시간이내,범죄,건,1,1,3,1,,,,,,,,,,,,,,,,,
부정경쟁방지법,12시간이내,범죄,건,1,2,1,1,,,,,,,,,,,,,,,,,
부정경쟁방지법,24시간이내,범죄,건,5,7,14,27,,,,,,,,,,,,,,,,,
부정경쟁방지법,2일이내,범죄,건,,6,7,18,,,,,,,,,,,,,,,,,
부정경쟁방지법,5일이내,범죄,건,7,7,12,10,,,,,,,,,,,,,,,,,
부정경쟁방지법,10일이내,범죄,건,4,6,12,21,,,,,,,,,,,,,,,,,
부정경쟁방지법,1개월이내,범죄,건,35,15,41,37,,,,,,,,,,,,,,,,,
부정경쟁방지법,3개월이내,범죄,건,30,60,52,58,,,,,,,,,,,,,,,,,
부정경쟁방지법,3개월초과,범죄,건,60,86,85,95,,,,,,,,,,,,,,,,,
부정수표단속법,계,범죄,건,35387,35300,47851,53841,,,,,,,,,,,,,,,,,
부정수표단속법,1시간이내,범죄,건,1625,2130,2537,2937,,,,,,,,,,,,,,,,,
부정수표단속법,2시간이내,범죄,건,187,110,118,169,,,,,,,,,,,,,,,,,
부정수표단속법,5시간이내,범죄,건,204,142,220,364,,,,,,,,,,,,,,,,,
부정수표단속법,12시간이내,범죄,건,353,241,717,840,,,,,,,,,,,,,,,,,
부정수표단속법,24시간이내,범죄,건,2268,2330,4774,4809,,,,,,,,,,,,,,,,,
부정수표단속법,2일이내,범죄,건,2628,2822,4786,6077,,,,,,,,,,,,,,,,,
부정수표단속법,5일이내,범죄,건,4788,4380,6739,8567,,,,,,,,,,,,,,,,,
부정수표단속법,10일이내,범죄,건,2927,2512,3645,4109,,,,,,,,,,,,,,,,,
부정수표단속법,1개월이내,범죄,건,4927,4463,4841,5719,,,,,,,,,,,,,,,,,
부정수표단속법,3개월이내,범죄,건,5792,5484,6397,6873,,,,,,,,,,,,,,,,,
부정수표단속법,3개월초과,범죄,건,9688,10683,13077,13377,,,,,,,,,,,,,,,,,
학원의설립·운영에관한법률,계,범죄,건,287,237,340,2125,,,,,,,,,,,,,,,,,
학원의설립·운영에관한법률,1시간이내,범죄,건,60,33,57,511,,,,,,,,,,,,,,,,,
학원의설립·운영에관한법률,2시간이내,범죄,건,4,1,4,32,,,,,,,,,,,,,,,,,
학원의설립·운영에관한법률,5시간이내,범죄,건,3,1,1,28,,,,,,,,,,,,,,,,,
학원의설립·운영에관한법률,12시간이내,범죄,건,4,2,3,26,,,,,,,,,,,,,,,,,
학원의설립·운영에관한법률,24시간이내,범죄,건,26,19,15,94,,,,,,,,,,,,,,,,,
학원의설립·운영에관한법률,2일이내,범죄,건,3,6,5,63,,,,,,,,,,,,,,,,,
학원의설립·운영에관한법률,5일이내,범죄,건,12,12,8,69,,,,,,,,,,,,,,,,,
학원의설립·운영에관한법률,10일이내,범죄,건,6,9,7,53,,,,,,,,,,,,,,,,,
학원의설립·운영에관한법률,1개월이내,범죄,건,23,32,36,125,,,,,,,,,,,,,,,,,
학원의설립·운영에관한법률,3개월이내,범죄,건,54,40,56,332,,,,,,,,,,,,,,,,,
학원의설립·운영에관한법률,3개월초과,범죄,건,92,82,148,792,,,,,,,,,,,,,,,,,
산림법,계,범죄,건,369,453,361,450,,,,,,,,,,,,,,,,,
산림법,1시간이내,범죄,건,22,31,42,38,,,,,,,,,,,,,,,,,
산림법,2시간이내,범죄,건,5,4,6,5,,,,,,,,,,,,,,,,,
산림법,5시간이내,범죄,건,4,5,4,5,,,,,,,,,,,,,,,,,
산림법,12시간이내,범죄,건,7,4,4,7,,,,,,,,,,,,,,,,,
산림법,24시간이내,범죄,건,26,26,23,19,,,,,,,,,,,,,,,,,
산림법,2일이내,범죄,건,16,16,11,17,,,,,,,,,,,,,,,,,
산림법,5일이내,범죄,건,15,23,22,26,,,,,,,,,,,,,,,,,
산림법,10일이내,범죄,건,19,17,18,26,,,,,,,,,,,,,,,,,
산림법,1개월이내,범죄,건,60,74,39,64,,,,,,,,,,,,,,,,,
산림법,3개월이내,범죄,건,34,86,64,67,,,,,,,,,,,,,,,,,
산림법,3개월초과,범죄,건,161,167,128,176,,,,,,,,,,,,,,,,,
음반에관한법률,계,범죄,건,1905,2825,1037,1202,,,,,,,,,,,,,,,,,
음반에관한법률,1시간이내,범죄,건,324,629,169,275,,,,,,,,,,,,,,,,,
음반에관한법률,2시간이내,범죄,건,22,27,10,12,,,,,,,,,,,,,,,,,
음반에관한법률,5시간이내,범죄,건,14,16,10,15,,,,,,,,,,,,,,,,,
음반에관한법률,12시간이내,범죄,건,14,36,11,20,,,,,,,,,,,,,,,,,
