죄종별,기간별,항목,단위,1990 년,1991 년,1992 년,1993 년,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년
도박·복표,2일이내,범죄,건,567,767,772,1181,,,,,,,,,,,,,,,,,
도박·복표,5일이내,범죄,건,519,686,654,950,,,,,,,,,,,,,,,,,
도박·복표,10일이내,범죄,건,198,288,285,339,,,,,,,,,,,,,,,,,
도박·복표,1개월이내,범죄,건,220,317,305,387,,,,,,,,,,,,,,,,,
도박·복표,3개월이내,범죄,건,152,215,206,260,,,,,,,,,,,,,,,,,
도박·복표,3개월초과,범죄,건,209,415,337,553,,,,,,,,,,,,,,,,,
기타형법범,계,범죄,건,25156,25061,24079,26498,27571,25730,27260,29830,32992,37065,39179,41083,40541,40775,41223,45175,49944,58247,64451,71466,63447
기타형법범,1시간이내,범죄,건,4677,4983,4308,4469,4510,4293,5012,5673,6641,6675,8800,10699,12291,12183,269,1052,324,438,543,394,9333
기타형법범,2시간이내,범죄,건,519,437,342,357,365,280,261,269,351,280,386,451,470,491,47,579,53,121,136,109,2124
기타형법범,5시간이내,범죄,건,569,430,420,375,464,389,379,436,501,558,533,574,592,574,49,619,49,99,99,88,2784
기타형법범,12시간이내,범죄,건,759,685,680,597,822,601,600,630,708,671,689,715,703,783,30,468,41,65,47,34,1842
기타형법범,24시간이내,범죄,건,2068,2028,1783,1580,1364,1070,1089,1114,1128,1041,1176,1347,1308,1224,23,449,34,45,36,36,1330
기타형법범,2일이내,범죄,건,1770,1563,1331,1348,1228,1097,1181,1013,1019,1039,1124,1237,1207,1179,29,506,46,40,59,61,1351
기타형법범,5일이내,범죄,건,1988,1949,1740,1853,2044,1948,2026,2065,2079,2240,2407,2773,2567,2318,79,1154,110,93,108,104,2356
기타형법범,10일이내,범죄,건,1571,1550,1395,1581,1935,1765,1859,1855,1910,2087,2308,2352,2320,2216,99,1204,86,101,88,71,2274
기타형법범,1개월이내,범죄,건,3408,3207,3028,3590,3929,3576,3569,3840,3931,4559,4925,4830,4469,4599,203,2434,201,180,193,157,4551
기타형법범,3개월이내,범죄,건,3015,2922,3205,3565,4278,4180,4345,4798,5134,5983,6080,5808,5298,5644,264,3370,257,200,234,227,5745
기타형법범,3개월초과,범죄,건,4812,5307,5847,7183,6632,6531,6939,8137,9590,11932,10751,10297,9316,9564,40131,33340,48743,56865,62908,70185,29757
장물,계,범죄,건,1327,1334,1219,1142,,,,,,,,,,,,,,,,,
장물,1시간이내,범죄,건,60,77,76,58,,,,,,,,,,,,,,,,,
장물,2시간이내,범죄,건,9,9,9,12,,,,,,,,,,,,,,,,,
장물,5시간이내,범죄,건,19,15,16,9,,,,,,,,,,,,,,,,,
장물,12시간이내,범죄,건,19,18,20,12,,,,,,,,,,,,,,,,,
장물,24시간이내,범죄,건,75,53,64,41,,,,,,,,,,,,,,,,,
장물,2일이내,범죄,건,54,40,41,47,,,,,,,,,,,,,,,,,
장물,5일이내,범죄,건,130,106,92,92,,,,,,,,,,,,,,,,,
장물,10일이내,범죄,건,125,98,96,108,,,,,,,,,,,,,,,,,
장물,1개월이내,범죄,건,313,262,199,251,,,,,,,,,,,,,,,,,
장물,3개월이내,범죄,건,215,231,234,190,,,,,,,,,,,,,,,,,
장물,3개월초과,범죄,건,308,425,372,322,,,,,,,,,,,,,,,,,
장물에 관한죄,계,범죄,건,,,,,1097,868,852,898,1716,1857,1476,1235,1290,1032,1492,3138,2410,2772,2144,3287,2918
장물에 관한죄,1시간이내,범죄,건,,,,,38,49,49,49,108,94,90,70,54,52,3,4,2,4,9,5,79
장물에 관한죄,2시간이내,범죄,건,,,,,6,6,5,3,7,5,5,1,1,3,,4,2,,1,2,11
장물에 관한죄,5시간이내,범죄,건,,,,,8,11,11,13,19,15,9,11,5,9,,4,2,4,,1,21
장물에 관한죄,12시간이내,범죄,건,,,,,23,15,16,9,26,23,10,14,12,13,,4,1,1,,1,17
장물에 관한죄,24시간이내,범죄,건,,,,,28,42,24,26,38,33,38,29,28,14,,9,,3,1,1,33
장물에 관한죄,2일이내,범죄,건,,,,,51,40,37,47,40,41,39,32,37,27,3,22,4,2,1,1,32
장물에 관한죄,5일이내,범죄,건,,,,,115,99,77,87,145,133,114,89,83,56,1,37,1,6,4,4,69
장물에 관한죄,10일이내,범죄,건,,,,,122,100,97,97,158,146,121,96,139,78,4,59,7,9,9,7,129
장물에 관한죄,1개월이내,범죄,건,,,,,272,176,174,176,356,428,296,231,306,239,12,136,17,27,7,14,356
장물에 관한죄,3개월이내,범죄,건,,,,,243,184,190,198,334,444,324,265,243,236,21,190,23,20,19,21,501
장물에 관한죄,3개월초과,범죄,건,,,,,191,146,172,193,485,495,430,397,382,305,1448,2669,2351,2696,2093,3230,1670
특가법(장물),계,범죄,건,,,,,26,12,15,11,12,311,240,161,56,62,64,377,79,246,47,72,283
특가법(장물),1시간이내,범죄,건,,,,,,,2,2,,,3,2,,,,,,,,,3
특가법(장물),2시간이내,범죄,건,,,,,,,,,,,,,,1,,1,,,,,1
특가법(장물),5시간이내,범죄,건,,,,,1,,,,,1,,,,,,,,,,,1
특가법(장물),12시간이내,범죄,건,,,,,,,,,,,,,,,,1,,,,,
특가법(장물),24시간이내,범죄,건,,,,,2,,,,,,3,,,1,,4,,,,,
특가법(장물),2일이내,범죄,건,,,,,,,,,,1,3,,1,,,7,,,,,
특가법(장물),5일이내,범죄,건,,,,,1,,,1,1,2,3,1,1,1,,22,,,,,
특가법(장물),10일이내,범죄,건,,,,,3,,1,,2,6,9,2,2,7,,22,,,,,1
특가법(장물),1개월이내,범죄,건,,,,,6,1,3,2,3,38,24,13,9,9,,48,,,,,2
특가법(장물),3개월이내,범죄,건,,,,,4,4,5,3,4,131,61,32,9,18,,77,1,,,,31
특가법(장물),3개월초과,범죄,건,,,,,9,7,4,3,2,132,134,111,34,25,64,195,78,246,47,72,244
내란의 죄,계,범죄,건,,,,,,,,,,,,,,,2,,,,,,
내란의 죄,3개월초과,범죄,건,,,,,,,,,,,,,,,2,,,,,,
외환의 죄,계,범죄,건,,,,,2,1,,1,2,,,7,2,4,,,,,,,
외환의 죄,1시간이내,범죄,건,,,,,,1,,,,,,,,,,,,,,,
외환의 죄,2일이내,범죄,건,,,,,,,,1,,,,,,,,,,,,,
외환의 죄,5일이내,범죄,건,,,,,,,,,,,,3,,,,,,,,,
외환의 죄,10일이내,범죄,건,,,,,,,,,,,,2,,,,,,,,,
외환의 죄,1개월이내,범죄,건,,,,,,,,,,,,1,1,1,,,,,,,
외환의 죄,3개월이내,범죄,건,,,,,,,,,,,,1,,1,,,,,,,
외환의 죄,3개월초과,범죄,건,,,,,2,,,,2,,,,1,2,,,,,,,
국기에 관한 죄,계,범죄,건,,,,,,1,,,,,,1,,,,,,,,,
국기에 관한 죄,1시간이내,범죄,건,,,,,,,,,,,,1,,,,,,,,,
국기에 관한 죄,3개월이내,범죄,건,,,,,,1,,,,,,,,,,,,,,,
공안을 해하는 죄,계,범죄,건,,,,,52,43,32,42,46,55,44,46,36,40,30,28,31,31,30,23,20
공안을 해하는 죄,1시간이내,범죄,건,,,,,8,9,6,6,15,11,18,9,6,7,,,,,,,2
공안을 해하는 죄,2시간이내,범죄,건,,,,,1,1,,,1,1,1,,1,,,,,,,,
공안을 해하는 죄,5시간이내,범죄,건,,,,,2,,2,1,2,2,1,,2,,,,,,,,1
공안을 해하는 죄,12시간이내,범죄,건,,,,,,1,,,,1,,,1,,,1,,,,,1
공안을 해하는 죄,24시간이내,범죄,건,,,,,4,5,,1,2,3,,1,,2,,,,,,,
공안을 해하는 죄,2일이내,범죄,건,,,,,1,2,1,,1,,,,2,2,,,,,,,1
공안을 해하는 죄,5일이내,범죄,건,,,,,6,3,5,4,4,,,3,6,9,,1,,,,,1
공안을 해하는 죄,10일이내,범죄,건,,,,,5,5,3,4,3,1,,3,3,7,,,,,,,1
공안을 해하는 죄,1개월이내,범죄,건,,,,,7,6,10,9,3,13,,4,1,5,,3,,,1,,1
공안을 해하는 죄,3개월이내,범죄,건,,,,,9,1,2,5,8,7,,13,6,4,2,2,,,,,2
공안을 해하는 죄,3개월초과,범죄,건,,,,,9,10,3,12,7,16,8,13,8,4,28,21,31,31,29,23,10
폭발물에 관한 죄,계,범죄,건,,,,,1,,1,,2,1,,6,1,1,1,2,,1,5,,5
폭발물에 관한 죄,1시간이내,범죄,건,,,,,,,,,1,1,,1,1,1,,,,,,,
폭발물에 관한 죄,1개월이내,범죄,건,,,,,,,,,,,,2,,,,,,,,,1
폭발물에 관한 죄,3개월이내,범죄,건,,,,,,,1,,1,,,,,,,,,,,,
폭발물에 관한 죄,3개월초과,범죄,건,,,,,,,,,,,,3,,,1,2,,1,5,,4
공무방해에 관한 죄,계,범죄,건,5692,5508,4316,4774,5946,5573,6190,7313,8350,8526,9142,10083,10876,10787,10239,9917,10961,14576,16352,17142,13321
공무방해에 관한 죄,1시간이내,범죄,건,2134,2113,1657,1760,2133,1998,2355,2776,3506,3445,4264,5388,6381,6344,143,529,160,208,244,154,3640
공무방해에 관한 죄,2시간이내,범죄,건,188,138,98,107,159,112,115,118,143,134,177,233,256,263,20,268,20,62,58,40,725
공무방해에 관한 죄,5시간이내,범죄,건,188,139,102,115,183,149,151,164,188,204,204,237,255,224,26,289,20,32,45,33,964
공무방해에 관한 죄,12시간이내,범죄,건,336,268,237,223,328,222,221,227,265,241,250,260,266,264,20,249,17,33,19,9,705
공무방해에 관한 죄,24시간이내,범죄,건,934,801,587,534,558,389,355,396,406,337,367,464,522,418,10,140,9,25,13,8,386
공무방해에 관한 죄,2일이내,범죄,건,572,522,309,291,332,288,347,230,269,252,256,300,303,277,13,108,17,16,16,11,310
공무방해에 관한 죄,5일이내,범죄,건,341,373,246,298,355,359,394,439,494,469,490,659,677,524,23,242,46,19,27,29,448
공무방해에 관한 죄,10일이내,범죄,건,135,133,113,115,182,183,226,259,260,270,307,342,321,351,20,157,25,19,14,15,383
공무방해에 관한 죄,1개월이내,범죄,건,215,210,184,234,316,305,319,398,413,468,522,470,415,526,19,237,22,26,29,23,518
공무방해에 관한 죄,3개월이내,범죄,건,228,229,212,278,422,435,507,620,657,679,667,492,496,533,31,275,25,23,14,23,373
공무방해에 관한 죄,3개월초과,범죄,건,421,582,571,819,978,1133,1200,1686,1749,2027,1638,1238,984,1063,9914,7423,10600,14113,15873,16797,4869
"위증, 증거인멸",계,범죄,건,1723,1654,1873,2119,,,,,,,,,,,,,,,,,
"위증, 증거인멸",1시간이내,범죄,건,34,55,74,57,,,,,,,,,,,,,,,,,
"위증, 증거인멸",2시간이내,범죄,건,1,4,3,,,,,,,,,,,,,,,,,,
"위증, 증거인멸",5시간이내,범죄,건,3,3,1,,,,,,,,,,,,,,,,,,
"위증, 증거인멸",12시간이내,범죄,건,2,4,4,5,,,,,,,,,,,,,,,,,
"위증, 증거인멸",24시간이내,범죄,건,9,19,12,16,,,,,,,,,,,,,,,,,
"위증, 증거인멸",2일이내,범죄,건,11,10,8,5,,,,,,,,,,,,,,,,,
"위증, 증거인멸",5일이내,범죄,건,14,18,14,15,,,,,,,,,,,,,,,,,
"위증, 증거인멸",10일이내,범죄,건,28,23,21,26,,,,,,,,,,,,,,,,,
"위증, 증거인멸",1개월이내,범죄,건,203,156,176,193,,,,,,,,,,,,,,,,,
"위증, 증거인멸",3개월이내,범죄,건,381,345,390,438,,,,,,,,,,,,,,,,,
"위증, 증거인멸",3개월초과,범죄,건,1037,1017,1170,1364,,,,,,,,,,,,,,,,,
무고,계,범죄,건,905,877,1035,1359,,,,,,,,,,,,,,,,,
무고,1시간이내,범죄,건,31,29,34,41,,,,,,,,,,,,,,,,,
무고,2시간이내,범죄,건,1,,2,,,,,,,,,,,,,,,,,,
무고,5시간이내,범죄,건,4,5,3,2,,,,,,,,,,,,,,,,,
무고,12시간이내,범죄,건,2,3,4,6,,,,,,,,,,,,,,,,,
무고,24시간이내,범죄,건,22,26,27,20,,,,,,,,,,,,,,,,,
무고,2일이내,범죄,건,14,5,14,17,,,,,,,,,,,,,,,,,
무고,5일이내,범죄,건,28,30,33,54,,,,,,,,,,,,,,,,,
무고,10일이내,범죄,건,41,34,42,53,,,,,,,,,,,,,,,,,
무고,1개월이내,범죄,건,133,122,143,208,,,,,,,,,,,,,,,,,
무고,3개월이내,범죄,건,184,170,202,245,,,,,,,,,,,,,,,,,
무고,3개월초과,범죄,건,445,453,531,713,,,,,,,,,,,,,,,,,
"신용업무, 경매에관한죄",계,범죄,건,1363,1224,1247,1636,,,,,,,,,,,,,,,,,
"신용업무, 경매에관한죄",1시간이내,범죄,건,55,50,44,87,,,,,,,,,,,,,,,,,
"신용업무, 경매에관한죄",2시간이내,범죄,건,15,11,7,4,,,,,,,,,,,,,,,,,
"신용업무, 경매에관한죄",5시간이내,범죄,건,12,9,10,8,,,,,,,,,,,,,,,,,
"신용업무, 경매에관한죄",12시간이내,범죄,건,18,12,8,10,,,,,,,,,,,,,,,,,
"신용업무, 경매에관한죄",24시간이내,범죄,건,55,100,64,65,,,,,,,,,,,,,,,,,
"신용업무, 경매에관한죄",2일이내,범죄,건,87,54,52,80,,,,,,,,,,,,,,,,,
"신용업무, 경매에관한죄",5일이내,범죄,건,117,90,102,132,,,,,,,,,,,,,,,,,
"신용업무, 경매에관한죄",10일이내,범죄,건,107,111,99,136,,,,,,,,,,,,,,,,,
"신용업무, 경매에관한죄",1개월이내,범죄,건,411,276,223,299,,,,,,,,,,,,,,,,,
"신용업무, 경매에관한죄",3개월이내,범죄,건,218,233,235,295,,,,,,,,,,,,,,,,,
"신용업무, 경매에관한죄",3개월초과,범죄,건,268,278,403,520,,,,,,,,,,,,,,,,,
명예훼손,계,범죄,건,2512,2385,2598,2896,,,,,,,,,,,,,,,,,
명예훼손,1시간이내,범죄,건,54,98,76,77,,,,,,,,,,,,,,,,,
명예훼손,2시간이내,범죄,건,6,6,3,2,,,,,,,,,,,,,,,,,
명예훼손,5시간이내,범죄,건,7,13,8,6,,,,,,,,,,,,,,,,,
명예훼손,12시간이내,범죄,건,14,13,25,9,,,,,,,,,,,,,,,,,
명예훼손,24시간이내,범죄,건,94,91,107,101,,,,,,,,,,,,,,,,,
명예훼손,2일이내,범죄,건,141,111,120,122,,,,,,,,,,,,,,,,,
명예훼손,5일이내,범죄,건,269,212,255,251,,,,,,,,,,,,,,,,,
명예훼손,10일이내,범죄,건,240,218,206,272,,,,,,,,,,,,,,,,,
명예훼손,1개월이내,범죄,건,583,512,550,619,,,,,,,,,,,,,,,,,
명예훼손,3개월이내,범죄,건,495,471,550,580,,,,,,,,,,,,,,,,,
명예훼손,3개월초과,범죄,건,609,640,698,857,,,,,,,,,,,,,,,,,
주거침입,계,범죄,건,879,660,658,739,,,,,,,,,,,,,,,,,
주거침입,1시간이내,범죄,건,222,174,139,168,,,,,,,,,,,,,,,,,
주거침입,2시간이내,범죄,건,24,14,16,17,,,,,,,,,,,,,,,,,
주거침입,5시간이내,범죄,건,26,13,13,12,,,,,,,,,,,,,,,,,
주거침입,12시간이내,범죄,건,40,23,37,27,,,,,,,,,,,,,,,,,
주거침입,24시간이내,범죄,건,95,82,76,70,,,,,,,,,,,,,,,,,
주거침입,2일이내,범죄,건,75,49,45,42,,,,,,,,,,,,,,,,,
주거침입,5일이내,범죄,건,72,59,58,55,,,,,,,,,,,,,,,,,
주거침입,10일이내,범죄,건,59,31,41,51,,,,,,,,,,,,,,,,,
주거침입,1개월이내,범죄,건,72,65,71,78,,,,,,,,,,,,,,,,,
주거침입,3개월이내,범죄,건,81,57,55,81,,,,,,,,,,,,,,,,,
주거침입,3개월초과,범죄,건,113,93,107,138,,,,,,,,,,,,,,,,,
권리행사방해,계,범죄,건,1113,1142,1377,1925,,,,,,,,,,,,,,,,,
권리행사방해,1시간이내,범죄,건,26,66,66,70,,,,,,,,,,,,,,,,,
권리행사방해,2시간이내,범죄,건,4,4,3,3,,,,,,,,,,,,,,,,,
권리행사방해,5시간이내,범죄,건,4,3,3,3,,,,,,,,,,,,,,,,,
권리행사방해,12시간이내,범죄,건,7,7,9,8,,,,,,,,,,,,,,,,,
권리행사방해,24시간이내,범죄,건,17,36,22,29,,,,,,,,,,,,,,,,,
권리행사방해,2일이내,범죄,건,28,22,23,29,,,,,,,,,,,,,,,,,
권리행사방해,5일이내,범죄,건,51,53,51,64,,,,,,,,,,,,,,,,,
권리행사방해,10일이내,범죄,건,53,58,45,68,,,,,,,,,,,,,,,,,
권리행사방해,1개월이내,범죄,건,152,158,169,242,,,,,,,,,,,,,,,,,
권리행사방해,3개월이내,범죄,건,214,175,273,325,,,,,,,,,,,,,,,,,
권리행사방해,3개월초과,범죄,건,557,560,713,1084,,,,,,,,,,,,,,,,,
도주와 도주원조죄,계,범죄,건,,,,,123,92,11,93,168,179,255,86,135,128,16,20,9,11,8,16,11
도주와 도주원조죄,1시간이내,범죄,건,,,,,28,34,1,32,79,14,22,11,20,8,1,1,,,,,5
도주와 도주원조죄,2시간이내,범죄,건,,,,,4,3,1,,3,1,,,1,2,,,,,,1,
도주와 도주원조죄,5시간이내,범죄,건,,,,,5,2,1,2,10,5,1,,3,1,,2,,,,1,
도주와 도주원조죄,12시간이내,범죄,건,,,,,10,2,,3,7,6,,2,,,,1,,,,,1
도주와 도주원조죄,24시간이내,범죄,건,,,,,8,7,4,4,12,2,2,,4,4,,,,,,,1
도주와 도주원조죄,2일이내,범죄,건,,,,,17,3,,3,12,6,5,1,2,3,1,,,,,,
도주와 도주원조죄,5일이내,범죄,건,,,,,23,19,2,11,8,18,26,11,17,25,,1,,,,,
도주와 도주원조죄,10일이내,범죄,건,,,,,8,8,2,16,17,37,38,10,15,24,,1,,,,,
도주와 도주원조죄,1개월이내,범죄,건,,,,,8,3,,12,10,58,107,38,42,39,,,,,,,1
도주와 도주원조죄,3개월이내,범죄,건,,,,,4,4,,7,7,21,41,11,22,12,,1,,,,,
도주와 도주원조죄,3개월초과,범죄,건,,,,,8,7,,3,3,11,13,2,9,10,14,13,9,11,8,14,3
범인은닉·범인도피죄,계,범죄,건,,,,,219,174,193,230,248,255,256,322,333,354,222,123,125,187,218,355,145
범인은닉·범인도피죄,1시간이내,범죄,건,,,,,33,43,44,36,52,52,56,87,110,97,,4,2,2,3,1,15
범인은닉·범인도피죄,2시간이내,범죄,건,,,,,7,4,1,3,3,5,2,3,5,8,,1,,1,,,4
범인은닉·범인도피죄,5시간이내,범죄,건,,,,,3,3,3,7,4,5,1,3,9,7,,1,,,,,2
범인은닉·범인도피죄,12시간이내,범죄,건,,,,,13,4,7,4,10,4,7,5,4,4,,1,,,,,3
범인은닉·범인도피죄,24시간이내,범죄,건,,,,,7,6,6,10,11,10,7,10,4,10,,,,,,,2
범인은닉·범인도피죄,2일이내,범죄,건,,,,,10,10,10,8,9,11,13,12,6,12,,1,1,,,,4
범인은닉·범인도피죄,5일이내,범죄,건,,,,,25,13,15,26,27,21,20,21,36,19,,3,,,2,1,6
범인은닉·범인도피죄,10일이내,범죄,건,,,,,23,17,21,26,27,23,26,34,29,30,,5,,,1,2,3
범인은닉·범인도피죄,1개월이내,범죄,건,,,,,39,32,31,44,43,48,50,46,51,54,,10,,3,,,14
범인은닉·범인도피죄,3개월이내,범죄,건,,,,,33,26,27,35,31,38,42,45,49,65,,18,2,2,2,2,15
범인은닉·범인도피죄,3개월초과,범죄,건,,,,,26,16,28,31,31,38,32,56,30,48,222,79,120,179,210,349,77
위증죄,계,범죄,건,,,,,1973,1747,1635,1831,1913,2440,2320,2108,1750,1664,1999,2010,2007,2094,2129,2330,2188
위증죄,1시간이내,범죄,건,,,,,13,10,5,9,17,15,21,31,49,17,,5,3,1,1,2,16
위증죄,2시간이내,범죄,건,,,,,,1,,,1,,,,,,,,,,,,1
위증죄,5시간이내,범죄,건,,,,,,,1,,7,9,1,,,,,,,1,,,
위증죄,12시간이내,범죄,건,,,,,,,1,,,1,,,,,,,,,,1,6
위증죄,24시간이내,범죄,건,,,,,,2,4,2,3,4,1,4,,,,3,,,,,4
위증죄,2일이내,범죄,건,,,,,2,4,4,6,3,3,1,,2,,,2,,1,,,3
위증죄,5일이내,범죄,건,,,,,10,6,5,5,8,5,2,4,3,4,,3,,1,,,5
위증죄,10일이내,범죄,건,,,,,15,12,17,14,20,21,13,17,8,5,3,7,,,,,11
위증죄,1개월이내,범죄,건,,,,,192,161,123,140,156,170,160,116,119,106,5,50,2,9,6,2,73
위증죄,3개월이내,범죄,건,,,,,497,425,370,461,440,585,559,444,351,352,17,196,18,13,8,13,266
위증죄,3개월초과,범죄,건,,,,,1244,1126,1105,1194,1258,1627,1562,1492,1218,1180,1974,1744,1984,2068,2114,2312,1803
허위감정·증거인멸은닉·증인은닉죄,계,범죄,건,,,,,28,55,28,28,34,51,44,45,45,38,35,37,42,44,30,48,44
허위감정·증거인멸은닉·증인은닉죄,1시간이내,범죄,건,,,,,,,1,5,1,1,3,6,2,5,,,,,,,2
허위감정·증거인멸은닉·증인은닉죄,2시간이내,범죄,건,,,,,,,,,,,,,1,,,,,,,,
허위감정·증거인멸은닉·증인은닉죄,5시간이내,범죄,건,,,,,,1,,1,3,1,,,2,1,,,,,,,
허위감정·증거인멸은닉·증인은닉죄,12시간이내,범죄,건,,,,,,,,,,,,,,,,,,,,,1
허위감정·증거인멸은닉·증인은닉죄,24시간이내,범죄,건,,,,,,1,2,,,1,1,1,1,,,,,,,1,2
허위감정·증거인멸은닉·증인은닉죄,2일이내,범죄,건,,,,,,,,,1,1,,,,1,,,,,,,1
허위감정·증거인멸은닉·증인은닉죄,5일이내,범죄,건,,,,,3,1,1,,2,1,1,,3,,,,,,,,
허위감정·증거인멸은닉·증인은닉죄,10일이내,범죄,건,,,,,,,1,2,2,3,2,2,,5,,1,,1,,,
허위감정·증거인멸은닉·증인은닉죄,1개월이내,범죄,건,,,,,2,5,2,1,,7,3,3,1,4,,,,,,,3
허위감정·증거인멸은닉·증인은닉죄,3개월이내,범죄,건,,,,,3,9,2,4,4,10,2,5,10,7,,4,,,,,3
허위감정·증거인멸은닉·증인은닉죄,3개월초과,범죄,건,,,,,20,38,19,15,21,26,32,28,25,15,35,32,42,43,30,47,32
무고의 죄,계,범죄,건,,,,,1388,1296,1253,1371,1445,1910,2005,2074,1833,1857,2073,2194,2270,1943,2075,2410,2466
무고의 죄,1시간이내,범죄,건,,,,,30,26,21,31,48,44,48,60,50,52,3,2,2,2,,1,26
무고의 죄,2시간이내,범죄,건,,,,,1,,4,,1,1,2,2,2,,,2,,,,,1
무고의 죄,5시간이내,범죄,건,,,,,2,3,,,2,11,2,5,3,1,,1,,,,1,
무고의 죄,12시간이내,범죄,건,,,,,3,5,5,3,5,4,1,2,2,5,,2,,,,,8
무고의 죄,24시간이내,범죄,건,,,,,14,12,10,8,15,17,14,19,11,13,1,1,,,,,13
무고의 죄,2일이내,범죄,건,,,,,17,12,18,11,10,14,14,18,13,12,,6,,,,,9
무고의 죄,5일이내,범죄,건,,,,,40,44,53,25,24,48,41,39,35,37,,20,1,,,,26
무고의 죄,10일이내,범죄,건,,,,,51,49,46,46,43,52,63,70,56,51,1,8,2,2,1,1,32
무고의 죄,1개월이내,범죄,건,,,,,204,188,157,172,171,203,248,244,202,176,6,86,6,2,2,5,125
무고의 죄,3개월이내,범죄,건,,,,,280,303,300,320,305,399,448,429,393,379,17,211,13,11,9,7,297
무고의 죄,3개월초과,범죄,건,,,,,746,654,639,755,821,1117,1124,1186,1066,1131,2045,1855,2246,1926,2063,2395,1929
특가법(무고),계,범죄,건,,,,,1,,1,1,1,1,1,4,,10,4,1,,3,,1,
특가법(무고),1시간이내,범죄,건,,,,,,,,,,,,1,,,,,,,,,
특가법(무고),2시간이내,범죄,건,,,,,,,,,,,,,,1,,,,,,,
특가법(무고),12시간이내,범죄,건,,,,,,,,,,,,,,1,,,,,,,
특가법(무고),24시간이내,범죄,건,,,,,,,,,,,,,,2,,,,,,,
특가법(무고),5일이내,범죄,건,,,,,1,,,,,,,,,,,,,,,,
특가법(무고),10일이내,범죄,건,,,,,,,,,,,,1,,3,,,,,,,
특가법(무고),1개월이내,범죄,건,,,,,,,,,1,,,,,,,,,,,,
특가법(무고),3개월이내,범죄,건,,,,,,,1,,,,,,,3,,,,,,,
특가법(무고),3개월초과,범죄,건,,,,,,,,1,,1,1,2,,,4,1,,3,,1,
신앙에 관한 죄,계,범죄,건,,,,,109,97,106,107,113,166,120,221,159,174,190,231,248,296,207,241,225
신앙에 관한 죄,1시간이내,범죄,건,,,,,1,2,4,1,2,6,6,14,11,13,,2,,,,,3
신앙에 관한 죄,2시간이내,범죄,건,,,,,,1,,1,,,,1,,,,,,,,,
신앙에 관한 죄,5시간이내,범죄,건,,,,,,,,1,1,,,2,,,,,,,,,2
신앙에 관한 죄,12시간이내,범죄,건,,,,,,1,2,,1,1,1,,2,4,,,,,,,1
신앙에 관한 죄,24시간이내,범죄,건,,,,,3,3,2,2,1,1,1,6,3,4,,,,,,,4
신앙에 관한 죄,2일이내,범죄,건,,,,,5,4,2,4,3,1,4,6,5,9,,1,,,,,3
신앙에 관한 죄,5일이내,범죄,건,,,,,9,9,7,6,8,6,12,13,9,12,,4,1,1,,,6
신앙에 관한 죄,10일이내,범죄,건,,,,,9,4,7,5,4,12,3,19,11,15,,7,,,,,11
신앙에 관한 죄,1개월이내,범죄,건,,,,,11,21,16,20,14,32,18,28,23,25,1,18,,,,1,27
신앙에 관한 죄,3개월이내,범죄,건,,,,,28,19,23,26,18,27,18,26,28,29,2,20,1,1,,1,34
신앙에 관한 죄,3개월초과,범죄,건,,,,,43,33,43,41,61,80,57,106,67,63,187,179,246,294,207,239,134
실화 및 업무상실화죄,계,범죄,건,,,,,3289,3096,3272,3465,2849,2536,3595,4111,3363,3086,1915,2461,2199,1903,1891,1873,2071
실화 및 업무상실화죄,1시간이내,범죄,건,,,,,1206,1163,1395,1512,1293,1113,1885,2289,1957,1779,33,146,29,15,11,5,579
실화 및 업무상실화죄,2시간이내,범죄,건,,,,,75,71,53,66,42,45,70,73,54,39,6,66,9,4,1,1,62
실화 및 업무상실화죄,5시간이내,범죄,건,,,,,96,102,77,117,73,70,96,100,71,71,3,47,6,4,,,75
실화 및 업무상실화죄,12시간이내,범죄,건,,,,,195,161,170,192,188,153,186,195,161,142,3,50,3,3,1,2,69
실화 및 업무상실화죄,24시간이내,범죄,건,,,,,248,230,250,300,233,177,241,275,210,175,2,61,3,,,3,73
실화 및 업무상실화죄,2일이내,범죄,건,,,,,248,224,249,243,201,160,215,241,172,165,,70,2,1,2,,61
실화 및 업무상실화죄,5일이내,범죄,건,,,,,294,290,290,294,224,190,249,281,222,180,6,116,4,4,3,3,66
실화 및 업무상실화죄,10일이내,범죄,건,,,,,239,229,191,174,149,133,137,151,128,125,4,75,1,4,2,,60
실화 및 업무상실화죄,1개월이내,범죄,건,,,,,345,321,264,252,175,185,197,226,171,159,7,120,3,1,3,5,119
실화 및 업무상실화죄,3개월이내,범죄,건,,,,,231,224,220,208,181,201,205,163,133,158,3,118,4,5,3,4,158
실화 및 업무상실화죄,3개월초과,범죄,건,,,,,112,81,113,107,90,109,114,117,84,93,1848,1592,2135,1862,1865,1850,749
일수와 수리에 관한 죄,계,범죄,건,,,,,15,15,10,13,15,12,13,22,16,7,12,15,12,15,11,3,9
일수와 수리에 관한 죄,1시간이내,범죄,건,,,,,,,1,,,1,,2,1,,,,,,,,1
일수와 수리에 관한 죄,2시간이내,범죄,건,,,,,,,,,,,,,,,,,,,,,1
일수와 수리에 관한 죄,12시간이내,범죄,건,,,,,,,,,,,,1,,1,,,,,,,
